lookup_country_id;lookup_region;city_name;latitude;longitude;timezone;Code
1;833;Herat;34.333;62.2;+04:30;HERA
1;835;Kabul;34.517;69.183;+04:50;KABU
1;852;Mazar-e Sharif;36.7;67.1;+4:30;MSHA
2;983;Korce;40.6162;20.7779;+01:00;KORC
2;1011;Tirane;41.333;19.833;+01:00;TIRA
3;856;Algiers;36.763;3.051;+01:00;ALGI
3;858;Skikda;36.879;6.907;+01:00;SKIK
3;861;Oran;35.691;-0.642;+01:00;ORAN
3;868;Ouled Djellal;34.417;5.067;+01:00;ODJE
3;875;Mascara;35.394;0.14;+01:00;MASC
3;879;Annaba;36.9;7.767;+01:00;ANNA
4;5309;Pago Pago;14.27;-170.7;-11:00;PPAG
5;1023;Andorra La Vella;42.5;1.517;+01:00;ALVE
5;5052;Escaldes;42.5;1.533;+01:00;ESCA
6;1029;Benguela;-12.58;13.408;+01:00;BENG
6;1034;Sumbe;-11.2;13.833;+01:00;SUMB
6;1037;Lubango;-14.917;13.5;+01:00;LUBA
6;1038;Luanda;-8.838;13.234;+01:00;LUAN
6;1046;Luanda;-7.05;14.817;+01:00;LUAN
7;544;The Valley;18.217;-63.05;-04:00;TVAL
8;4761;Molodesjnaja;0;0;+00:00;MOLO
8;4761;Reading;0;0;+00:00;READ
8;4763;McMurdo Station;-77.91;166.65;+00:00;MSTA
9;818;Saint Johns;17.117;-61.85;-04:00;SJOH
9;820;Falmouth;17.017;-61.783;-04:00;FALM
10;1051;Bahia Blanca;-38.717;-62.283;-03:00;BBLA
10;1051;Berazategui;-34.767;-58.217;-03:00;BERA
10;1051;Caseros;-34.6;-58.55;-03:00;CASE
10;1051;Castelar;-34.667;-58.667;-03:00;CAST
10;1051;Chacabuco;-34.642;-60.474;-03:00;CHAC
10;1051;Ezeiza;-34.85;-58.533;-03:00;EZEI
10;1051;Haedo;-34.633;-58.6;-03:00;HAED
10;1051;Jose Leon Suarez;-34.533;-58.583;-03:00;JLSU
10;1051;La Plata;-34.931;-57.949;-03:00;LPLA
10;1051;Lomas De Zamora;-34.767;-58.4;-03:00;LDZA
10;1051;Mar del Plata;-38;-57.55;-03:00;MDPL
10;1051;Miramar;-38.267;-57.85;-03:00;MIRA
10;1051;Pinamar;-37.117;-56.833;-03:00;PINA
10;1051;Ramos Mejia;-34.633;-58.567;-03:00;RMEJ
10;1051;Salto;-34.299;-60.242;-03:00;SALT
10;1051;San Clemente del Tuyu;-36.367;-56.717;-03:00;SCDT
10;1051;San Isidro;-34.45;-58.5;-03:00;SISI
10;1051;San Martin;-34.567;-58.533;-03:00;SMAR
10;1051;Tres Arroyos;-38.383;-60.283;-03:00;TARR
10;1051;Turdera;-34.783;-58.4;-03:00;TURD
10;1054;Puerto Madryn;-42.767;-65.05;-03:00;PMAD
10;1054;Trelew;-43.25;-65.3;-03:00;TREL
10;1055;Cordoba;-31.4;-64.183;-03:00;CORD
10;1055;Marcos Juarez;-32.7;-62.1;-03:00;MJUA
10;1055;Rio Tercero;-32.183;-64.1;-03:00;RTER
10;1055;Villa Maria;-32.417;-63.25;-03:00;VMAR
10;1056;Corrientes;-27.467;-58.833;-03:00;CORR
10;1056;Paso de los Libres;-29.717;-57.083;-03:00;PDLL
10;1057;Buenos Aires;-34.613;-58.47;-03:00;BAIR
10;1058;Concordia;-31.4;-58.033;-03:00;CONC
10;1058;Crespo;-32.033;-60.317;-03:00;CRES
10;1058;Gualeguaychu;-33.01;-58.514;-03:00;GUAL
10;1058;Parana;-31.733;-60.533;-03:00;PARA
10;1060;San Rafael;-24.117;-64.4;-03:00;SRAF
10;1061;Santa Rosa;-36.617;-64.283;-03:00;SROS
10;1063;Lujan de Cuyo;-33.05;-68.867;-03:00;LDCU
10;1063;Malargue;-35.467;-69.583;-03:00;MALA
10;1063;Mendoza;-32.883;-68.817;-03:00;MEND
10;1065;Cipolletti;-38.933;-67.983;-03:00;CIPO
10;1065;Neuquen;-38.95;-68.067;-03:00;NEUQ
10;1066;Bariloche;-41.15;-71.3;-03:00;BARI
10;1066;General Roca;-39.05;-67.533;-03:00;GROC
10;1066;Resistencia;-40.8097;-63.0037;-03:00;RESI
10;1067;Salta;-24.79;-65.41;-03:00;SALT
10;1068;San Juan;-31.538;-68.536;-03:00;SJUA
10;1070;Rio Cuarto;-33.133;-64.35;-03:00;RCUA
10;1071;Ceres;-29.883;-61.95;-03:00;CERE
10;1071;Reconquista ;-29.15;-59.65;-03:00;RECO
10;1071;Rosario;-32.951;-60.666;-03:00;ROSA
10;1071;Santa Fe;-31.633;-60.7;-03:00;SFE
10;1071;Suardi;-30.533;-61.967;-03:00;SUAR
10;1072;Santiago del Estero;-27.783;-64.267;-03:00;SDES
10;1073;Ushuaia;-54.8;-68.3;-03:00;USHU
10;1074;San Miguel de Tucuman;-26.817;-65.217;-03:00;SMDT
11;1017;Vanadzor;40.8;44.49;+04:00;VANA
11;1018;Gyumri;40.7916;43.83;+04:00;GYUM
11;1018;Spitak;40.7955;44.27;+04:00;SPIT
11;1022;Yerevan;40.1833;44.5;+04:00;YERE
12;549;Oranjestad;12.517;-70.033;-04:00;ORAN
14;1;Ascot Vale;-37.783;144.917;+10:00;AVAL
14;1;Bacchus Marsh;-37.683;144.45;+10:00;BMAR
14;1;Bairnsdale;-37.833;147.617;+10:00;BAIR
14;1;Ballarat;-37.567;143.85;+10:00;BALL
14;1;Bayswater;-37.85;145.267;+10:00;BAYS
14;1;Bendigo;-36.767;144.283;+10:00;BEND
14;1;Berwick;-38.033;145.35;+10:00;BERW
14;1;Boolarra;-38.383;146.267;+10:00;BOOL
14;1;Bright;-36.75;146.967;+10:00;BRIG
14;1;Cape Otway;-38.85;143.517;+10:00;COTW
14;1;Castlemaine;-37.067;144.217;+10:00;CAST
14;1;Chelsea;-38.05;145.117;+10:00;CHES
14;1;Cheltenham;-37.969;145.048;+10:00;CHEL
14;1;Cobram;-35.917;145.65;+10:00;COBR
14;1;Dandenong;-37.983;145.2;+10:00;DAND
14;1;Deer Park;-37.767;144.783;+10:00;DPAR
14;1;Diamond Creek;-37.667;145.15;+10:00;DCRE
14;1;Echuca;-36.133;144.75;+10:00;ECHU
14;1;Eltham;-37.733;145.15;+10:00;ELTH
14;1;Frankston;-38.133;145.117;+10:00;FRAN
14;1;Geelong;-38.158;144.35;+10:00;GEEL
14;1;Hamilton;-37.75;142.033;+10:00;HAMI
14;1;Hawthorn;-37.833;145.033;+10:00;HAWT
14;1;Horsham;-36.717;142.2;+10:00;HORS
14;1;Hurstbridge;-37.65;145.217;+10:00;HURS
14;1;Maryborough;-37.05;143.75;+10:00;MARY
14;1;Melbourne;-37.817;144.967;+10:00;MELB
14;1;Mildura;-34.2;142.15;+10:00;MILD
14;1;Moe;-38.167;146.267;+10:00;MOE
14;1;Mooroolbark;-37.783;145.3;+10:00;MOOR
14;1;Mornington;-38.217;145.033;+10:00;MORN
14;1;Morwell;-38.233;146.4;+10:00;MORW
14;1;Narre Warren;-38.033;145.3;+10:00;NWAR
14;1;Newstead;-37.117;144.067;+10:00;NEWS
14;1;Noble Park;-37.967;145.167;+10:00;NPAR
14;1;Northcote;-37.7689;144.998;+10:00;NORT
14;1;Nunawading;-37.817;145.167;+10:00;NUNA
14;1;Portland;-38.333;141.6;+10:00;PORT
14;1;Prahran;-37.85;145;+10:00;PRAH
14;1;Preston;-37.75;145.017;+10:00;PRES
14;1;Red Cliffs;-34.317;142.183;+10:00;RCLI
14;1;Sale;-38.1;147.067;+10:00;SALE
14;1;Shepparton;-36.383;145.4;+10:00;SHEP
14;1;Sorrento;-38.317;144.733;+10:00;SORR
14;1;South Yarra;-37.833;144.983;+10:00;SYAR
14;1;Sunbury;-37.583;144.733;+10:00;SUNB
14;1;Sunshine;-37.783;144.833;+10:00;SUNS
14;1;Swan Hill;-35.35;143.567;+10:00;SHIL
14;1;Traralgon;-38.183;146.533;+10:00;TRAR
14;1;Wangaratta;-36.367;146.333;+10:00;WANG
14;1;Warrnambool;-38.383;142.483;+10:00;WARR
14;1;Wilsons Promontory;-38.65;146.183;+10:00;WPRO
14;1;Wodonga;-36.117;146.883;+10:00;WODO
14;2;Burnie;-41.067;145.917;+10:00;BURN
14;2;Campbell Town;-41.917;147.5;+10:00;CTOW
14;2;Claremont;-42.783;147.25;+10:00;CLAR
14;2;Devonport;-41.167;146.35;+10:00;DEVO
14;2;George Town;-41.1;146.833;+10:00;GTOW
14;2;Glenorchy;-42.833;147.283;+10:00;GLEN
14;2;Hobart;-42.917;147.333;+10:00;HOBA
14;2;Launceston;-41.45;147.167;+10:00;LAUN
14;2;Penguin;-41.117;146.067;+10:00;PENG
14;2;Strahan;-42.15;145.333;+10:00;STRA
14;2;Wynyard;-41;145.717;+10:00;WYNY
14;2;Zeehan;-41.883;145.333;+10:00;ZEEH
14;3;Abbeywood;-26.1069;151.629;+10:00;ABBE
14;3;Abbotsford;-24.8437;152.025;+10:00;ABBO
14;3;ABINGDON DOWNS;-17.8697;143.703;+10:00;ADOW
14;3;Abington;-25.2032;152.329;+10:00;ABIN
14;3;Acacia Ridge;-27.5896;153.028;+10:00;ARID
14;3;Acland;-27.3037;151.691;+10:00;ACLA
14;3;Adare;-27.5119;152.296;+10:00;ADAR
14;3;Advancetown;-28.0331;153.28;+10:00;ADVA
14;3;AEROGLEN;-16.8834;145.747;+10:00;AERO
14;3;Agnes Water;-24.2125;151.903;+10:00;AWAT
14;3;Airlie Beach;-20.2679;148.716;+10:00;ABEA
14;3;AITKENVALE;-19.2953;146.767;+10:00;AITK
14;3;Albany Creek;-27.3455;152.968;+10:00;ACRE
14;3;Alderley;-27.4244;153.001;+10:00;ALDE
14;3;Aldershot;-25.4666;152.657;+10:00;ALDR
14;3;Aldoga;-23.8353;151.071;+10:00;ALDO
14;3;Alexandra;-21.1645;149.1;+10:00;ALEX
14;3;Alexandra Headland;-26.6706;153.108;+10:00;AHEA
14;3;Alexandra Hills;-27.5228;153.22;+10:00;AHIL
14;3;Algester;-27.6113;153.034;+10:00;ALGE
14;3;Alice Creek;-26.76;151.632;+10:00;ACRK
14;3;Allan;-28.1956;151.95;+10:00;ALLA
14;3;Allenstown;-23.3889;150.503;+10:00;ALLE
14;3;Alligator Creek;-21.3239;149.211;+10:00;ACRZ
14;3;Allora;-28.0358;151.983;+10:00;ALLO
14;3;Alloway;-24.9524;152.362;+10:00;ALLW
14;3;ALMADEN;-17.3409;144.676;+10:00;ALMA
14;3;ALOOMBA;-17.1279;145.824;+10:00;ALOO
14;3;Alpha;-23.6497;146.641;+10:00;ALPH
14;3;Amamoor;-26.3452;152.675;+10:00;AMAM
14;3;Amamoor Creek;-26.3595;152.563;+10:00;ACRY
14;3;AMBER;-17.7189;144.316;+10:00;AMBR
14;3;Amberley;-27.6404;152.702;+10:00;AMBE
14;3;Amby;-26.5492;148.187;+10:00;AMBY
14;3;Amiens;-28.5836;151.801;+10:00;AMIE
14;3;Amity;-27.3979;153.439;+10:00;AMIT
14;3;Amity Point;-27.3965;153.44;+10:00;APOI
14;3;Andergrove;-21.0969;149.185;+10:00;ANDE
14;3;Anderleigh;-25.9984;152.674;+10:00;ANDR
14;3;Anduramba;-27.1346;152.086;+10:00;ANDU
14;3;ANNANDALE;-19.3096;146.787;+10:00;ANNA
14;3;Annerley;-27.5116;153.032;+10:00;ANNE
14;3;Anstead;-27.5456;152.872;+10:00;ANST
14;3;Anthony;-27.8782;152.684;+10:00;ANTH
14;3;Antigua;-25.6382;152.603;+10:00;ANTI
14;3;Apple Tree Creek;-25.2152;152.234;+10:00;ATCR
14;3;Applethorpe;-28.6139;151.955;+10:00;APPL
14;3;Araluen;-26.1595;152.668;+10:00;ARAL
14;3;Aramac;-22.9722;145.245;+10:00;ARAM
14;3;Aramara;-25.6113;152.326;+10:00;ARAA
14;3;Arana Hills;-27.3975;152.96;+10:00;AHIS
14;3;Aratula;-27.9815;152.549;+10:00;ARAT
14;3;ARBOUIN;-17.1875;144.132;+10:00;ARBO
14;3;ARCHER RIVER;-13.0345;142.523;+10:00;ARIV
14;3;Archerfield;-27.5684;153.024;+10:00;ARCH
14;3;Armstrong Beach;-21.4549;149.29;+10:00;ABEC
14;3;Armstrong Creek;-27.2256;152.798;+10:00;ACRX
14;3;ARRIGA;-17.1157;145.283;+10:00;ARRI
14;3;Arundel;-27.9397;153.373;+10:00;ARUN
14;3;Ascot;-27.4303;153.059;+10:00;ASCO
14;3;Ashgrove;-27.4456;152.992;+10:00;ASHG
14;3;Ashgrove West;-27.4493;152.979;+10:00;AWES
14;3;Ashmore;-27.9864;153.382;+10:00;ASHM
14;3;Ashmore City;-27.9774;153.381;+10:00;ACIT
14;3;Ashwell;-27.6285;152.56;+10:00;ASHW
14;3;Aspley;-27.3639;153.016;+10:00;ASPL
14;3;ATHERTON;-17.2683;145.475;+10:00;ATHE
14;3;Athol;-27.6154;151.775;+10:00;ATHO
14;3;Atkinsons Dam;-27.421;152.456;+10:00;ADAM
14;3;Aubigny;-27.5222;151.642;+10:00;AUBI
14;3;Auchenflower;-27.4755;152.993;+10:00;AUCH
14;3;Augathella;-25.7947;146.587;+10:00;AUGA
14;3;Augustine Heights;-27.6691;152.894;+10:00;AHEI
14;3;AURUKUN;-13.3559;141.727;+10:00;AURU
14;3;Austinville;-28.1358;153.317;+10:00;AUST
14;3;Avenell Heights;-24.8905;152.374;+10:00;AHEG
14;3;Avoca;-24.8818;152.313;+10:00;AVOC
14;3;Avoca Vale;-26.7558;152.236;+10:00;AVAL
14;3;Avondale;-24.7414;152.161;+10:00;AVON
14;3;Ayr;-19.5761;147.405;+10:00;AYR
14;3;BABINDA;-17.3449;145.925;+10:00;BABI
14;3;Back Plains;-27.8944;151.8;+10:00;BPLA
14;3;BADU ISLAND;-10.1201;142.139;+10:00;BISA
14;3;Baffle West;-25.7245;148.672;+10:00;BWES
14;3;Bahrs Scrub;-27.7391;153.167;+10:00;BSCR
14;3;Bakers Bend;-26.6472;146.177;+10:00;BBEN
14;3;Bakers Creek;-21.219;149.147;+10:00;BCRE
14;3;Baking Board;-26.7068;150.545;+10:00;BBOA
14;3;Balberra;-21.3064;149.12;+10:00;BALB
14;3;Bald Hills;-27.3062;153.013;+10:00;BHIL
14;3;Bald Knob;-26.776;152.893;+10:00;BKNO
14;3;Balgowan;-27.2479;151.695;+10:00;BALG
14;3;Ballandean;-28.799;151.842;+10:00;BALL
14;3;Ballard;-27.4896;151.967;+10:00;BALA
14;3;Ballaroo;-27.1163;148.617;+10:00;BALR
14;3;Ballogie;-26.3565;151.535;+10:00;BALO
14;3;Balmoral;-27.4557;153.067;+10:00;BALM
14;3;Balmoral Ridge;-26.7403;152.896;+10:00;BRID
14;3;Balnagowan;-21.1176;149.023;+10:00;BALN
14;3;BAMAGA;-10.8906;142.393;+10:00;BAMA
14;3;BAMBOO;-16.3773;145.387;+10:00;BAMB
14;3;Banana;-24.4702;150.128;+10:00;BANA
14;3;Banks Creek;-27.4241;152.706;+10:00;BCRK
14;3;Banks Pocket;-26.1529;152.672;+10:00;BPOC
14;3;Banksia Beach;-27.0452;153.141;+10:00;BBEA
14;3;Bannockburn;-27.7539;153.192;+10:00;BANN
14;3;Banyo;-27.3758;153.076;+10:00;BANY
14;3;Bapaume;-28.5664;151.829;+10:00;BAPA
14;3;Baralaba;-24.1811;149.811;+10:00;BARA
14;3;Barambah;-26.3252;152.167;+10:00;BARM
14;3;Barcaldine;-23.552;145.289;+10:00;BARC
14;3;Bardon;-27.4635;152.98;+10:00;BARD
14;3;Bargara;-24.8149;152.463;+10:00;BARG
14;3;Barker Creek Flat;-26.6482;151.946;+10:00;BCFL
14;3;Barlil;-26.2045;151.886;+10:00;BARL
14;3;Barney Point;-23.8568;151.271;+10:00;BPOI
14;3;Barney View;-28.2609;152.781;+10:00;BVIE
14;3;Barramornie;-27.0133;150.061;+10:00;BARR
14;3;BARRINE;-17.232;145.621;+10:00;BARI
14;3;BARRON;-16.8739;145.698;+10:00;BARO
14;3;BARRON GORGE;-16.8676;145.675;+10:00;BGOR
14;3;BARWIDGI;-17.6477;144.64;+10:00;BARW
14;3;BASILISK;-17.6602;145.992;+10:00;BASI
14;3;Basin Pocket;-27.6011;152.773;+10:00;BPOK
14;3;Battery Hill;-26.7776;153.135;+10:00;BHIZ
14;3;Bauple;-25.8132;152.618;+10:00;BAUP
14;3;Bauple Forest;-25.878;152.655;+10:00;BFOR
14;3;Bayrick;-25.4791;146.012;+10:00;BAYR
14;3;BAYVIEW HEIGHTS;-16.9583;145.732;+10:00;BHEG
14;3;BEACH HOLM;-19.2337;146.654;+10:00;BHOL
14;3;Beachmere;-27.1291;153.052;+10:00;BEAC
14;3;Beaconsfield;-21.0923;149.175;+10:00;BEAO
14;3;BEATRICE;-17.5421;145.606;+10:00;BEAT
14;3;Beaudesert;-27.9863;152.996;+10:00;BEAU
14;3;Beaver Rock;-25.5098;152.804;+10:00;BROC
14;3;Beebo;-28.7227;150.967;+10:00;BEEB
14;3;Beecher;-23.8956;151.204;+10:00;BEEC
14;3;Beechmont;-28.1258;153.188;+10:00;BEEH
14;3;Beelbi Creek;-25.2926;152.627;+10:00;BCRZ
14;3;Beenaam Valley;-26.1918;152.819;+10:00;BVAL
14;3;Beenleigh;-27.7162;153.202;+10:00;BEEN
14;3;Beerburrum;-26.9526;152.964;+10:00;BEER
14;3;Beerwah;-26.857;152.957;+10:00;BEEW
14;3;Begonia;-27.5052;148.316;+10:00;BEGO
14;3;Beilba;-25.5308;148.771;+10:00;BEIL
14;3;BELGIAN GARDENS;-19.2453;146.799;+10:00;BGAR
14;3;Belivah;-27.7573;153.186;+10:00;BELI
14;3;Bell;-26.9325;151.449;+10:00;BELL
14;3;Bella Creek;-26.4787;152.566;+10:00;BCRY
14;3;Bellara;-27.0631;153.153;+10:00;BELA
14;3;Bellbird Park;-27.6372;152.883;+10:00;BPAR
14;3;Bellbowrie;-27.562;152.887;+10:00;BELB
14;3;BELLENDEN KER;-17.2715;145.92;+10:00;BKER
14;3;BELLEVUE;-16.6426;144.268;+10:00;BELE
14;3;Belli Park;-26.4752;152.796;+10:00;BPAK
14;3;Bellmere;-27.0892;152.927;+10:00;BELM
14;3;Bells Bridge;-26.1246;152.574;+10:00;BBRI
14;3;Bellthorpe;-26.848;152.715;+10:00;BELT
14;3;Belmont;-27.505;153.131;+10:00;BELO
14;3;Benair;-26.647;151.707;+10:00;BENA
14;3;Benarkin;-26.8871;152.138;+10:00;BENR
14;3;Benarkin North;-26.8572;152.15;+10:00;BNOR
14;3;Benobble;-27.9951;153.162;+10:00;BENO
14;3;Benowa;-28.0058;153.387;+10:00;BENW
14;3;BENTLEY PARK;-17.0094;145.735;+10:00;BPAY
14;3;Berajondo;-24.6167;151.846;+10:00;BERA
14;3;Berat;-28.0462;152.056;+10:00;BERT
14;3;Bergen;-27.257;151.905;+10:00;BERG
14;3;Berserker;-23.3628;150.523;+10:00;BERS
14;3;Bethania;-27.6944;153.156;+10:00;BETH
14;3;BIBOOHRA;-16.9147;145.418;+10:00;BIBO
14;3;Biddaddaba;-27.9867;153.111;+10:00;BIDD
14;3;Biddeston;-27.5581;151.734;+10:00;BIDE
14;3;Bidwill;-25.5844;152.72;+10:00;BIDW
14;3;Biggenden;-25.511;152.046;+10:00;BIGG
14;3;Biggera Waters;-27.9342;153.4;+10:00;BWAT
14;3;Bilinga;-28.1599;153.51;+10:00;BILI
14;3;Billa Billa;-28.1452;150.288;+10:00;BBIL
14;3;Biloela;-24.4013;150.511;+10:00;BILO
14;3;Binna Burra;-28.1974;153.187;+10:00;BBUR
14;3;Birdsville;-25.9;139.367;+10:00;BIRD
14;3;Birkdale;-27.4984;153.207;+10:00;BIRK
14;3;Birnam;-27.489;151.922;+10:00;BIRN
14;3;Birtinya;-26.7455;153.117;+10:00;BIRT
14;3;Black Duck Creek;-27.8983;152.212;+10:00;BDCR
14;3;Black Mountain;-26.4188;152.854;+10:00;BMON
14;3;Black Snake;-26.225;152.269;+10:00;BSNA
14;3;Blackall;-24.4246;145.466;+10:00;BLAC
14;3;BLACKBULL;-17.97;141.479;+10:00;BLAB
14;3;Blackbutt;-26.8852;152.101;+10:00;BLAK
14;3;Blackbutt North;-26.8643;152.113;+10:00;BNOT
14;3;Blackbutt South;-26.9001;152.099;+10:00;BSOU
14;3;Blacks Beach;-21.0591;149.193;+10:00;BBEC
14;3;Blacksoil;-27.5771;152.707;+10:00;BLAS
14;3;Blackstone;-27.629;152.796;+10:00;BLAT
14;3;Blackwater;-23.5857;148.88;+10:00;BLAW
14;3;Blanchview;-27.5696;152.038;+10:00;BLAN
14;3;Blantyre;-27.9076;152.681;+10:00;BLAY
14;3;Blaxland;-27.1924;151.397;+10:00;BLAX
14;3;Blenheim;-27.6537;152.327;+10:00;BLEN
14;3;Bli Bli;-26.6223;153.042;+10:00;BBLI
14;3;BLOOMFIELD;-16.0047;145.215;+10:00;BLOM
14;3;Bloomsbury;-20.7053;148.596;+10:00;BLOO
14;3;Blue Mountain;-21.583;149.033;+10:00;BMOU
14;3;Blue Mountain Heights;-27.5052;151.956;+10:00;BMHE
14;3;Blythdale;-26.5802;148.959;+10:00;BLYT
14;3;Bollier;-26.4368;152.733;+10:00;BOLL
14;3;Bollon;-28.0315;147.478;+10:00;BOLO
14;3;BOLWARRA;-17.3764;144.194;+10:00;BOLW
14;3;BOMBEETA;-17.6864;145.959;+10:00;BOMB
14;3;Bongaree;-27.0875;153.162;+10:00;BONG
14;3;Bongeen;-27.5677;151.447;+10:00;BONE
14;3;BONNIE DOON;-16.4778;145.398;+10:00;BDOO
14;3;Bonogin;-28.1383;153.342;+10:00;BONO
14;3;Bony Mountain;-28.1333;151.835;+10:00;BMOT
14;3;Boodua;-27.3715;151.814;+10:00;BOOD
14;3;BOOGAN;-17.6091;146.032;+10:00;BOOG
14;3;Booie;-26.4984;151.935;+10:00;BOOI
14;3;Boonah;-27.9972;152.681;+10:00;BOON
14;3;Boonara;-26.0915;152.057;+10:00;BOOA
14;3;Boonarga;-26.7975;150.719;+10:00;BOOR
14;3;Boondall;-27.3487;153.06;+10:00;BOOL
14;3;Boondandilla;-27.8946;150.597;+10:00;BOOZ
14;3;Boondooma;-26.2947;151.261;+10:00;BOOO
14;3;Boonooroo;-25.6676;152.895;+10:00;BOOY
14;3;Boonooroo Plains;-25.5614;152.745;+10:00;BPLI
14;3;Booral;-25.3527;152.891;+10:00;BOOX
14;3;Booubyjan;-25.9376;151.97;+10:00;BOOU
14;3;Booval Fair;-27.6157;152.79;+10:00;BFAI
14;3;Borallon;-27.4975;152.703;+10:00;BORA
14;3;Boreen Point;-26.2862;152.994;+10:00;BPON
14;3;Boronia Heights;-27.6906;153.022;+10:00;BHEI
14;3;Bororen;-24.2432;151.496;+10:00;BORO
14;3;Boulia;-22.9;139.9;+10:00;BOUL
14;3;Bowen;-20.017;148.233;+10:00;BOWE
14;3;Bowen Hills;-27.4442;153.038;+10:00;BHIS
14;3;Bowenville;-27.3058;151.491;+10:00;BOWN
14;3;Boyland;-27.943;153.133;+10:00;BOYL
14;3;Boyne Island;-23.9478;151.355;+10:00;BISL
14;3;Boynedale;-24.2151;151.248;+10:00;BOYN
14;3;Bracalba;-27.0111;152.841;+10:00;BRAC
14;3;Bracken Ridge;-27.3275;153.026;+10:00;BRIG
14;3;Braemore;-27.0487;152.389;+10:00;BRAE
14;3;BRAMSTON BEACH;-17.354;146.024;+10:00;BBEH
14;3;Branchview;-27.6111;151.336;+10:00;BRAN
14;3;BRANDON;-19.5543;147.354;+10:00;BRAD
14;3;Brassall;-27.5946;152.746;+10:00;BRAS
14;3;Bray Park;-27.2928;152.962;+10:00;BPAZ
14;3;Brendale;-27.3183;152.988;+10:00;BREN
14;3;Bridgeman Downs;-27.355;152.994;+10:00;BDOW
14;3;Brigalow;-26.8439;150.791;+10:00;BRIA
14;3;Brighton;-27.3053;153.063;+10:00;BRIH
14;3;Brighton Eventide;-27.2895;153.064;+10:00;BEVE
14;3;Brighton Nathan Street;-27.3035;153.054;+10:00;BNST
14;3;Brightview;-27.4991;152.497;+10:00;BRIT
14;3;Brigooda;-26.2455;151.433;+10:00;BRIO
14;3;Bringalily;-28.0568;151.16;+10:00;BRIN
14;3;BRINSMEAD;-16.9034;145.713;+10:00;BRIM
14;3;Brisbane;-27.4683;153.024;+10:00;BRIS
14;3;Brisbane Adelaide Street;-27.4665;153.027;+10:00;BAST
14;3;Brisbane Market;-27.5342;152.999;+10:00;BMAR
14;3;Broadbeach;-28.0294;153.431;+10:00;BROA
14;3;Broadbeach Waters;-28.0246;153.411;+10:00;BWAE
14;3;Broadmere;-25.4947;149.525;+10:00;BROD
14;3;Broken River;-21.167;148.506;+10:00;BRIV
14;3;Brookfield;-27.4909;152.898;+10:00;BROO
14;3;Brooklands;-26.7391;151.807;+10:00;BROK
14;3;Brookstead;-27.7105;151.396;+10:00;BROS
14;3;Brookwater;-27.656;152.891;+10:00;BROW
14;3;Brooloo;-26.4869;152.705;+10:00;BROL
14;3;Brooweena;-25.6032;152.263;+10:00;BROE
14;3;Browns Plains;-27.6608;153.04;+10:00;BPLN
14;3;Brush Creek;-28.6061;151.127;+10:00;BCRX
14;3;Bryden;-27.2692;152.585;+10:00;BRYD
14;3;Brymaroo;-27.2177;151.592;+10:00;BRYM
14;3;Bucasia;-21.0438;149.157;+10:00;BUCA
14;3;Bucca;-24.8476;152.081;+10:00;BUCC
14;3;Buccan;-27.7517;153.141;+10:00;BUCN
14;3;Buderim;-26.6858;153.051;+10:00;BUDE
14;3;Budgee;-27.7851;152.02;+10:00;BUDG
14;3;Bullcamp;-26.6295;152.097;+10:00;BULL
14;3;BULLERINGA;-19.2034;145.774;+10:00;BULE
14;3;Bulli Creek;-27.9835;150.826;+10:00;BCRW
14;3;Bulwer;-27.0768;153.368;+10:00;BULW
14;3;Bunburra;-28.0644;152.688;+10:00;BUNB
14;3;Bundaberg;-24.85;152.35;+10:00;BUND
14;3;Bundaberg East;-24.8534;152.38;+10:00;BEAS
14;3;Bundaberg North;-24.8567;152.345;+10:00;BNOH
14;3;Bundaberg South;-24.8739;152.363;+10:00;BSOT
14;3;Bundaberg West;-24.8711;152.335;+10:00;BWET
14;3;Bundall;-28.0042;153.407;+10:00;BUNA
14;3;BUNGALOW;-16.9362;145.757;+10:00;BUNL
14;3;Bungeworgorai;-26.591;148.68;+10:00;BUNG
14;3;Bungil;-26.6341;148.767;+10:00;BUNI
14;3;Bungunya;-28.4209;149.658;+10:00;BUNU
14;3;Bunjurgen;-28.04;152.617;+10:00;BUNJ
14;3;Bunya;-27.3698;152.938;+10:00;BUNY
14;3;Bunya Mountains;-26.8901;151.51;+10:00;BMOA
14;3;Burbank;-27.5589;153.164;+10:00;BURB
14;3;BURKETOWN;-17.7398;139.548;+10:00;BURK
14;3;Burleigh Heads;-28.0885;153.452;+10:00;BHEA
14;3;Burleigh Waters;-28.0952;153.427;+10:00;BWAR
14;3;Burnett Creek;-28.2673;152.571;+10:00;BCRV
14;3;Burpengary;-27.167;152.95;+10:00;BURP
14;3;Burrum;-25.1842;152.614;+10:00;BURR
14;3;Burrum Heads;-25.1842;152.614;+10:00;BHED
14;3;Burrum River;-25.2734;152.581;+10:00;BRIE
14;3;Burton;-21.5383;148.075;+10:00;BURT
14;3;Burua;-23.9426;151.222;+10:00;BURU
14;3;BUTCHERS CREEK;-17.361;145.692;+10:00;BCRU
14;3;Buxton;-25.1967;152.537;+10:00;BUXT
14;3;Byee;-26.189;151.851;+10:00;BYEE
14;3;Cabarlah;-27.4245;151.993;+10:00;CABA
14;3;Caboolture;-27.083;152.95;+10:00;CABO
14;3;Caboolture South;-27.0974;152.949;+10:00;CSOU
14;3;Caffey;-27.6959;152.215;+10:00;CAFF
